"","property_id","property_code","property_name","previous_name","company","financially_active","operationally_active","property_type","zip","region","county","submarket","city","operation_status","reporting_ownership","reporting_unit_count","consolidated","active_directory_name","latitude","longitude","status","division","regional_area_manager","sold_date","ga_group_name","status_group","operationally_active_group","parent_group_code","parent_group_name","year_built","year_built_range","county_group","property_name_group","property_code_group","soldthis_year","property_name_code","region_rpm_property","unit_buckets"
"65",59,"127","San Marcos","Unknown","Essex","Y","Y","Residential",94806,"Northern California","Contra Costa","Other NorCal","Richmond","Stabilized",NA,432,"Y","Unknown",37.987755,-122.336769,"Same Store","Northern CA","Abigail Dizon",NA,NA,"Same Store","Y","NA","NA","2003",">15 <20 Years","Contra Costa","San Marcos","127",0,"San Marcos (127)","Northern California Abigail Dizon San Marcos (127)","400+"
"66",3109,"128","Montebello","Unknown","Essex","Y","Y","Residential",98034,"Seattle Metro","King","Eastside","Kirkland","Stabilized",NA,248,"Y","Unknown",47.707699,-122.166428,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","1996",">20 <30 Years","King","Montebello","128",0,"Montebello (128)","Seattle Metro Carol Swanson Montebello (128)",">200 Units"
"67",60,"129","Summerhill Park","Unknown","Essex","Y","Y","Residential",94085,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,100,"Y","Unknown",37.391003,-122.043213,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","1988",">30 <40 Years","Santa Clara","Summerhill Park","129",0,"Summerhill Park (129)","Northern California Amir Sheikh Summerhill Park (129)","<200"
"68",2582,"130","Reed Square","Unknown","Essex","Y","Y","Residential",94086,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,100,"Y","Unknown",37.366741,-122.001381,"Same Store","Northern CA","Davina Slusher",NA,NA,"Same Store","Y","NA","NA","1970","40+ Years","Santa Clara","Reed Square","130",0,"Reed Square (130)","Northern California Davina Slusher Reed Square (130)","<200"
"69",104,"131","Shadow Point","Unknown","Essex","Y","Y","Residential",91977,"Southern California","San Diego","Chula Vista","Spring Valley","Stabilized",NA,172,"Y","Unknown",32.745991,-116.985802,"Same Store","OC/San Diego","Nick Allen",NA,NA,"Same Store","Y","NA","NA","1983",">30 <40 Years","San Diego","Shadow Point","131",0,"Shadow Point (131)","Southern California Nick Allen Shadow Point (131)","<200"
"70",90,"132","Summit Park Village Apartments","Unknown","Essex","Y","Y","Residential",92119,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,300,"Y","Unknown",32.798836,-117.013672,"Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Same Store","Y","NA","NA","1972","40+ Years","San Diego","Summit Park Village Apartments","132",0,"Summit Park Village Apartments (132)","Southern California Jenifer Bulskov Summit Park Village Apartments (132)",">300 Units"
"71",61,"133","Salmon Run @ Perry Creek","Unknown","Essex","Y","Y","Residential",98021,"Seattle Metro","Snohomish","Snohomish","Bothell","Stabilized",NA,132,"Y","Unknown",47.792374,-122.203789,"Same Store","Washington","Kim Levesque",NA,NA,"Same Store","Y","NA","NA","2000",">20 <30 Years","Snohomish","Salmon Run @ Perry Creek","133",0,"Salmon Run @ Perry Creek (133)","Seattle Metro Kim Levesque Salmon Run @ Perry Creek (133)","<200"
"72",63,"134","Sammamish View","Unknown","Essex","Y","Y","Residential",98008,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,153,"Y","Unknown",47.576382,-122.12484,"Same Store","Washington","Sherrie Clevenger",NA,NA,"Same Store","Y","NA","NA","1986",">30 <40 Years","King","Sammamish View","134",0,"Sammamish View (134)","Seattle Metro Sherrie Clevenger Sammamish View (134)","<200"
"73",62,"135","Stonehedge Village","Unknown","Essex","Y","Y","Residential",98011,"Seattle Metro","King","Eastside","Bothell","Stabilized",NA,196,"Y","Unknown",47.736557,-122.21785,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","1986",">30 <40 Years","King","Stonehedge Village","135",0,"Stonehedge Village (135)","Seattle Metro Carol Swanson Stonehedge Village (135)","<200"
"74",64,"136","Stevenson Place","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,200,"Y","Unknown",37.539097,-121.974495,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","1975","40+ Years","Alameda","Stevenson Place","136",0,"Stevenson Place (136)","Northern California Carrie Hughes Stevenson Place (136)",">200 Units"
"75",14,"137","CentrePointe","Unknown","Essex","Y","Y","Residential",92108,"Southern California","San Diego","North City/Coast","San Diego","Stabilized",NA,224,"Y","Unknown",32.76701,-117.176804,"Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Same Store","Y","NA","NA","1974","40+ Years","San Diego","CentrePointe","137",0,"CentrePointe (137)","Southern California Jenifer Bulskov CentrePointe (137)",">200 Units"
"76",68,"141","Laurels @ Mill Creek, The","Unknown","Essex","Y","Y","Residential",98012,"Seattle Metro","Snohomish","Snohomish","Mill Creek","Stabilized",NA,164,"Y","Unknown",47.849503,-122.217216,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","1981",">30 <40 Years","Snohomish","Laurels @ Mill Creek, The","141",0,"Laurels @ Mill Creek, The (141)","Seattle Metro Carol Swanson Laurels @ Mill Creek, The (141)","<200"
"77",70,"144","Palisades, The","Unknown","Essex","Y","Y","Residential",98005,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,192,"Y","Unknown",47.620869,-122.155495,"Same Store","Washington","Suzanne Bachler",NA,NA,"Same Store","Y","NA","NA","1977","40+ Years","King","Palisades, The","144",0,"Palisades, The (144)","Seattle Metro Suzanne Bachler Palisades, The (144)","<200"
"78",10,"145","Bel Air Fairway Apartment Homes","Unknown","Essex","Y","Y","Residential",94582,"Northern California","Contra Costa","San Ramon","San Ramon","Stabilized",NA,462,"Y","Unknown",37.78281,-121.938164,"Same Store","Northern CA","Abigail Dizon",NA,NA,"Same Store","Y","NA","NA","1988",">30 <40 Years","Contra Costa","Bel Air Fairway Apartment Homes","145",0,"Bel Air Fairway Apartment Homes (145)","Northern California Abigail Dizon Bel Air Fairway Apartment Homes (145)","400+"
"79",71,"146","Boulevard Apts","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,172,"Y","Unknown",37.540554,-121.972832,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","1978","40+ Years","Alameda","Boulevard Apts","146",0,"Boulevard Apts (146)","Northern California Carrie Hughes Boulevard Apts (146)","<200"
"80",3379,"147","Willow Lake","Unknown","Essex","Y","Y","Residential",95131,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,508,"Y","Unknown",37.384735,-121.894386,"Same Store","Northern CA","Charla Neta",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","Santa Clara","Willow Lake","147",0,"Willow Lake (147)","Northern California Charla Neta Willow Lake (147)","400+"
"81",65,"148","Trabuco Villas","Unknown","Essex","Y","Y","Residential",92630,"Southern California","Orange","South Orange","Lake Forest","Stabilized",NA,132,"Y","Unknown",33.652931,-117.686638,"Same Store","OC/San Diego","Kevin Forsyth",NA,NA,"Same Store","Y","NA","NA","1985",">30 <40 Years","Orange","Trabuco Villas","148",0,"Trabuco Villas (148)","Southern California Kevin Forsyth Trabuco Villas (148)","<200"
"82",101,"149","Tierra Vista","Unknown","Essex","Y","Y","Residential",93030,"Southern California","Ventura","Ventura","Oxnard","Stabilized",NA,404,"Y","Unknown",34.215462,-119.147461,"Same Store","LA/Ventura","Bridgit Susim",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","Ventura","Tierra Vista","149",0,"Tierra Vista (149)","Southern California Bridgit Susim Tierra Vista (149)","400+"
"83",72,"150","Monterey Villas","Unknown","Essex","Y","Y","Residential",93035,"Southern California","Ventura","Ventura","Oxnard","Stabilized",NA,122,"Y","Unknown",34.191109,-119.209595,"Same Store","LA/Ventura","Elizabeth Rodriguez",NA,NA,"Same Store","Y","NA","NA","1974","40+ Years","Ventura","Monterey Villas","150",0,"Monterey Villas (150)","Southern California Elizabeth Rodriguez Monterey Villas (150)","<200"
"84",107,"151","Vista Belvedere","Unknown","Essex","Y","Y","Residential",94920,"Northern California","Marin","Marin","Tiburon","Stabilized",NA,76,"Y","Unknown",37.879963,-122.461761,"Same Store","Northern CA","Erica Rangel",NA,NA,"Same Store","Y","NA","NA","1963","40+ Years","San Francisco","Vista Belvedere","151",0,"Vista Belvedere (151)","Northern California Erica Rangel Vista Belvedere (151)","<200"
"85",75,"158","Lofts at Pinehurst, The","Unknown","Essex","Y","Y","Residential",93004,"Southern California","Ventura","Ventura","Ventura","Stabilized",NA,118,"Y","Unknown",34.279243,-119.162048,"Same Store","LA/Ventura","Maggie Angulo",NA,NA,"Same Store","Y","NA","NA","1971","40+ Years","Ventura","Lofts at Pinehurst, The","158",0,"Lofts at Pinehurst, The (158)","Southern California Maggie Angulo Lofts at Pinehurst, The (158)","<200"
"86",102,"161","Pointe at Cupertino, The","Unknown","Essex","Y","Y","Residential",95014,"Northern California","Santa Clara","San Jose MSA","Cupertino","Stabilized",NA,116,"Y","Unknown",37.333157,-122.022842,"Same Store","Northern CA","Ali Ghatala",NA,NA,"Same Store","Y","NA","NA","1963","40+ Years","Santa Clara","Pointe at Cupertino, The","161",0,"Pointe at Cupertino, The (161)","Northern California Ali Ghatala Pointe at Cupertino, The (161)","<200"
"87",2454,"162","Delano","Unknown","Essex","Y","Y","Residential",98052,"Seattle Metro","King","Eastside","Redmond","Stabilized",NA,126,"Y","Unknown",47.673153,-122.113297,"Same Store","Washington","Suzanne Bachler",NA,NA,"Same Store","Y","NA","NA","2005",">15 <20 Years","King","Delano","162",0,"Delano (162)","Seattle Metro Suzanne Bachler Delano (162)","<200"
"88",30,"163","Woodland Commons","Unknown","Essex","Y","Y","Residential",98005,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,302,"Y","Unknown",47.6198468,-122.1595792,"Same Store","Washington","Suzanne Bachler",NA,NA,"Same Store","Y","NA","NA","1978","40+ Years","King","Woodland Commons","163",0,"Woodland Commons (163)","Seattle Metro Suzanne Bachler Woodland Commons (163)",">300 Units"
"89",77,"164","Wandering Creek Apartments","Unknown","Essex","Y","Y","Residential",98031,"Seattle Metro","King","South","Kent","Stabilized",NA,156,"Y","Unknown",47.386955,-122.168396,"Same Store","Washington","Sherrie Clevenger",NA,NA,"Same Store","Y","NA","NA","1986",">30 <40 Years","King","Wandering Creek Apartments","164",0,"Wandering Creek Apartments (164)","Seattle Metro Sherrie Clevenger Wandering Creek Apartments (164)","<200"
"90",83,"166","Waterford Place, The","Unknown","Essex","Y","Y","Residential",95112,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,238,"Y","Unknown",37.366268,-121.910698,"Same Store","Northern CA","James Zhou",NA,NA,"Same Store","Y","NA","NA","2000",">20 <30 Years","Santa Clara","Waterford Place, The","166",0,"Waterford Place, The (166)","Northern California James Zhou Waterford Place, The (166)",">200 Units"
"91",93,"167","Walnut Heights","Unknown","Essex","Y","Y","Residential",91789,"Southern California","Los Angeles","Other SoCal","Walnut","Stabilized",NA,163,"Y","Unknown",34.044193,-117.850136,"Same Store","LA/Ventura","Mark Yepez",NA,NA,"Same Store","Y","NA","NA","1964","40+ Years","Los Angeles","Walnut Heights","167",0,"Walnut Heights (167)","Southern California Mark Yepez Walnut Heights (167)","<200"
"92",79,"168","Wharfside Pointe","Unknown","Essex","Y","Y","Residential",98119,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,155,"Y","Unknown",47.654213,-122.374969,"Same Store","Washington","Jillian LeMay",NA,NA,"Same Store","Y","NA","NA","1990",">30 <40 Years","King","Wharfside Pointe","168",0,"Wharfside Pointe (168)","Seattle Metro Jillian LeMay Wharfside Pointe (168)","<200"
"93",78,"169","Wilshire Promenade","Unknown","Essex","Y","Y","Residential",92832,"Southern California","Orange","North Orange","Fullerton","Stabilized",NA,149,"Y","Unknown",33.872631,-117.926918,"Same Store","OC/San Diego","Brent Christianson",NA,NA,"Same Store","Y","NA","NA","1992",">20 <30 Years","Orange","Wilshire Promenade","169",0,"Wilshire Promenade (169)","Southern California Brent Christianson Wilshire Promenade (169)","<200"
"94",80,"170","Windsor Ridge","Unknown","Essex","Y","Y","Residential",94086,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,216,"Y","Unknown",37.372162,-122.014824,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","1989",">30 <40 Years","Santa Clara","Windsor Ridge","170",0,"Windsor Ridge (170)","Northern California Amir Sheikh Windsor Ridge (170)",">200 Units"
"95",81,"171","Hallie, The","Unknown","Essex","Y","Y","Residential",91101,"Southern California","Los Angeles","Tri-Cities LA","Pasadena","Stabilized",NA,292,"Y","Unknown",34.140972,-118.142418,"Same Store","LA/Ventura","Crystal Rodgers",NA,NA,"Same Store","Y","NA","NA","1972","40+ Years","Los Angeles","Hallie, The","171",0,"Hallie, The (171)","Southern California Crystal Rodgers Hallie, The (171)",">200 Units"
"96",82,"172","City View","Unknown","Essex","Y","Y","Residential",94542,"Northern California","Alameda","Fremont","Hayward","Stabilized",NA,572,"Y","Unknown",37.660133,-122.066704,"Same Store","Northern CA","Alicia Carman",NA,NA,"Same Store","Y","NA","NA","1975","40+ Years","Alameda","City View","172",0,"City View (172)","Northern California Alicia Carman City View (172)","400+"
"97",211,"178","The Grand","Unknown","Essex","Y","Y","Residential",94612,"Northern California","Alameda","Oakland CBD","Oakland","Stabilized",NA,243,"Y","Unknown",37.81142,-122.265205,"Same Store","Northern CA","Bailey Brown",NA,NA,"Same Store","Y","NA","NA","2009",">10 <15 Years","Alameda","The Grand","178",0,"The Grand (178)","Northern California Bailey Brown The Grand (178)",">200 Units"
"98",307,"180","Fourth & U","Unknown","Essex","Y","Y","Residential",94710,"Northern California","Alameda","Oakland CBD","Berkeley","Stabilized",NA,171,"Y","Unknown",37.867081,-122.299797,"Same Store","Northern CA","Bailey Brown",NA,NA,"Same Store","Y","NA","NA","2010",">10 <15 Years","Alameda","Fourth & U","180",0,"Fourth & U (180)","Northern California Bailey Brown Fourth & U (180)","<200"
"99",483,"186","Via","Unknown","Essex","Y","Y","Residential",94089,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,284,"Y","Unknown",37.402534,-122.007736,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","2011",">5 <10 Years","Santa Clara","Via","186",0,"Via (186)","Northern California Amir Sheikh Via (186)",">200 Units"
"100",219,"187","Belmont Station","Unknown","Essex","Y","Y","Residential",90026,"Southern California","Los Angeles","Los Angeles CBD","Los Angeles","Stabilized",NA,275,"Y","Unknown",34.060818,-118.259369,"Same Store","LA/Ventura","Richard Resos",NA,NA,"Same Store","Y","NA","NA","2009",">10 <15 Years","Los Angeles","Belmont Station","187",0,"Belmont Station (187)","Southern California Richard Resos Belmont Station (187)",">200 Units"
"101",316,"194","Expo","Unknown","Essex","Y","Y","Residential",98109,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,275,"N","Unknown",47.62331,-122.355103,"Other","Washington","Melissa Downs",NA,NA,"Other","Y","NA","NA","2012",">5 <10 Years","King","Expo","194",0,"Expo (194)","Seattle Metro Melissa Downs Expo (194)",">200 Units"
"102",3174,"197","Avery","Unknown","Essex","Y","Y","Residential",91607,"Southern California","Los Angeles","Tri-Cities LA","Valley Village","Stabilized",NA,121,"Y","Unknown",34.1708231,-118.3962605,"Same Store","LA/Ventura","Crystal Rodgers",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","Los Angeles","Avery","197",0,"Avery (197)","Southern California Crystal Rodgers Avery (197)","<200"
"103",5623,"198","Century Towers","Unknown","Essex","Y","Y","Residential",95112,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,376,"N","Unknown",37.3680032,-121.9166787,"Other","Northern CA","Ben Egge",NA,NA,"Other","Y","NA","NA","2016","<5 Years","Santa Clara","Century Towers","198",0,"Century Towers (198)","Northern California Ben Egge Century Towers (198)",">300 Units"
"104",1320,"210","Allegro","Unknown","Essex","Y","Y","Residential",91607,"Southern California","Los Angeles","Tri-Cities LA","Valley Village","Stabilized",NA,97,"Y","Unknown",34.164909,-118.393097,"Same Store","LA/Ventura","Crystal Rodgers",NA,NA,"Same Store","Y","NA","NA","2010",">10 <15 Years","Los Angeles","Allegro","210",0,"Allegro (210)","Southern California Crystal Rodgers Allegro (210)","<200"
"105",1229,"211","Muse","Unknown","Essex","Y","Y","Residential",91601,"Southern California","Los Angeles","Tri-Cities LA","North Hollywood","Stabilized",NA,152,"Y","Unknown",34.166473,-118.370804,"Same Store","LA/Ventura","Crystal Rodgers",NA,NA,"Same Store","Y","NA","NA","2011",">5 <10 Years","Los Angeles","Muse","211",0,"Muse (211)","Southern California Crystal Rodgers Muse (211)","<200"
"106",350,"215","Patent 523","Unknown","Essex","Y","Y","Residential",98102,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,295,"Y","Unknown",47.623695,-122.321487,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","2010",">10 <15 Years","King","Patent 523","215",0,"Patent 523 (215)","Seattle Metro Melissa Downs Patent 523 (215)",">200 Units"
"107",9,"218","The Elliot at Mukilteo","Unknown","Essex","Y","Y","Residential",98275,"Seattle Metro","Snohomish","Snohomish","Mukilteo","Stabilized",NA,301,"Y","Unknown",47.911911,-122.300407,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","1981",">30 <40 Years","Snohomish","The Elliot at Mukilteo","218",0,"The Elliot at Mukilteo (218)","Seattle Metro Carol Swanson The Elliot at Mukilteo (218)",">300 Units"
"108",13,"219","Barkley Apartments, The","Unknown","Essex","Y","Y","Residential",92806,"Southern California","Orange","North Orange","Anaheim","Stabilized",NA,161,"Y","Unknown",33.839031,-117.88372,"Same Store","OC/San Diego","Brent Christianson",NA,NA,"Same Store","Y","NA","NA","1984",">30 <40 Years","Orange","Barkley Apartments, The","219",0,"Barkley Apartments, The (219)","Southern California Brent Christianson Barkley Apartments, The (219)","<200"
"109",15,"220","Brookside Oaks","Unknown","Essex","Y","Y","Residential",94087,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,170,"Y","Unknown",37.339382,-122.060898,"Same Store","Northern CA","Davina Slusher",NA,NA,"Same Store","Y","NA","NA","1973","40+ Years","Santa Clara","Brookside Oaks","220",0,"Brookside Oaks (220)","Northern California Davina Slusher Brookside Oaks (220)","<200"
"110",681,"223","Axis 2300","Unknown","Essex","Y","Y","Residential",92612,"Southern California","Orange","South Orange","Irvine","Stabilized",NA,115,"Y","Unknown",33.673862,-117.858223,"Same Store","OC/San Diego","Cynthia Cifuentes",NA,NA,"Same Store","Y","NA","NA","2010",">10 <15 Years","Orange","Axis 2300","223",0,"Axis 2300 (223)","Southern California Cynthia Cifuentes Axis 2300 (223)","<200"
"111",8345,"224","Sage at Cupertino","Unknown","Essex","Y","Y","Residential",95014,"Northern California","Santa Clara","San Jose MSA","Cupertino","Stabilized",NA,230,"Y","Unknown",37.321491,-122.000106,"Same Store","Northern CA","Davina Slusher",NA,NA,"Same Store","Y","NA","NA","1971","40+ Years","Santa Clara","Sage at Cupertino","224",0,"Sage at Cupertino (224)","Northern California Davina Slusher Sage at Cupertino (224)",">200 Units"
"112",57,"225","Capri at Sunny Hills","Unknown","Essex","Y","Y","Residential",92833,"Southern California","Orange","North Orange","Fullerton","Stabilized",NA,102,"Y","Unknown",33.886478,-117.966141,"Same Store","OC/San Diego","Mark Yepez",NA,NA,"Same Store","Y","NA","NA","1961","40+ Years","Orange","Capri at Sunny Hills","225",0,"Capri at Sunny Hills (225)","Southern California Mark Yepez Capri at Sunny Hills (225)","<200"
"113",115,"226","Esplanade San Jose","Unknown","Essex","Y","Y","Residential",95112,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,278,"Y","Unknown",37.351948,-121.891632,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","2002",">15 <20 Years","Santa Clara","Esplanade San Jose","226",0,"Esplanade San Jose (226)","Northern California Amir Sheikh Esplanade San Jose (226)",">200 Units"
"114",112,"229","Fairwood Pond","Unknown","Essex","Y","Y","Residential",98058,"Seattle Metro","King","South","Renton","Stabilized",NA,194,"Y","Unknown",47.444118,-122.145134,"Same Store","Washington","Sherrie Clevenger",NA,NA,"Same Store","Y","NA","NA","1997",">20 <30 Years","King","Fairwood Pond","229",0,"Fairwood Pond (229)","Seattle Metro Sherrie Clevenger Fairwood Pond (229)","<200"
"115",50,"232","Montejo Apartments","Unknown","Essex","Y","Y","Residential",92841,"Southern California","Orange","North Orange","Garden Grove","Stabilized",NA,124,"Y","Unknown",33.775017,-117.98407,"Same Store","OC/San Diego","Brent Christianson",NA,NA,"Same Store","Y","NA","NA","1974","40+ Years","Orange","Montejo Apartments","232",0,"Montejo Apartments (232)","Southern California Brent Christianson Montejo Apartments (232)","<200"
"116",66,"239","Fairhaven Apartments","Unknown","Essex","Y","Y","Residential",92705,"Southern California","Orange","North Orange","Santa Ana","Stabilized",NA,164,"Y","Unknown",33.77177,-117.85247,"Same Store","OC/San Diego","Kevin Forsyth",NA,NA,"Same Store","Y","NA","NA","1970","40+ Years","Orange","Fairhaven Apartments","239",0,"Fairhaven Apartments (239)","Southern California Kevin Forsyth Fairhaven Apartments (239)","<200"
"117",8,"241","Villa Angelina Apartments","Unknown","Essex","Y","Y","Residential",92870,"Southern California","Orange","North Orange","Placentia","Stabilized",NA,256,"Y","Unknown",33.872532,-117.867172,"Same Store","OC/San Diego","Mark Yepez",NA,NA,"Same Store","Y","NA","NA","1970","40+ Years","Orange","Villa Angelina Apartments","241",0,"Villa Angelina Apartments (241)","Southern California Mark Yepez Villa Angelina Apartments (241)",">200 Units"
"118",74,"242","Valley Park Apartments","Unknown","Essex","Y","Y","Residential",92708,"Southern California","Orange","North Orange","Fountain Valley","Stabilized",NA,160,"Y","Unknown",33.711857,-117.935883,"Same Store","OC/San Diego","Cynthia Cifuentes",NA,NA,"Same Store","Y","NA","NA","1969","40+ Years","Orange","Valley Park Apartments","242",0,"Valley Park Apartments (242)","Southern California Cynthia Cifuentes Valley Park Apartments (242)","<200"
"119",118,"244","Woodside Village Apartments","Unknown","Essex","Y","Y","Residential",93004,"Southern California","Ventura","Ventura","Ventura","Stabilized",NA,145,"Y","Unknown",34.278934,-119.17115,"Same Store","LA/Ventura","Maggie Angulo",NA,NA,"Same Store","Y","NA","NA","1987",">30 <40 Years","Ventura","Woodside Village Apartments","244",0,"Woodside Village Apartments (244)","Southern California Maggie Angulo Woodside Village Apartments (244)","<200"
"120",3577,"245","Bennett Lofts","Unknown","Essex","Y","Y","Residential",94107,"Northern California","San Francisco","San Francisco","San Francisco","Stabilized",NA,165,"Y","Unknown",37.777786,-122.397308,"Non Same Store","Northern CA","Erica Rangel",NA,NA,"Non Same Store","Y","NA","NA","2004",">15 <20 Years","San Francisco","Bennett Lofts","245",0,"Bennett Lofts (245)","Northern California Erica Rangel Bennett Lofts (245)","<200"
"121",3586,"246","Annaliese","Unknown","Essex","Y","Y","Residential",98109,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,56,"Y","Unknown",47.618851,-122.344955,"Same Store","Washington","Jillian LeMay",NA,NA,"Same Store","Y","NA","NA","2009",">10 <15 Years","King","Annaliese","246",0,"Annaliese (246)","Seattle Metro Jillian LeMay Annaliese (246)","<200"
"122",3825,"247","Fox Plaza Apartments","Unknown","Essex","Y","Y","Residential",94102,"Northern California","San Francisco","San Francisco","San Francisco","Stabilized",NA,445,"Y","Unknown",37.77721,-122.417358,"Same Store","Northern CA","Erica Rangel",NA,NA,"Same Store","Y","NA","NA","1968","40+ Years","San Francisco","Fox Plaza Apartments","247",0,"Fox Plaza Apartments (247)","Northern California Erica Rangel Fox Plaza Apartments (247)","400+"
"123",9994,"260","777 Hamilton","Unknown","Essex","Y","Y","Residential",94025,"Northern California","San Mateo","San Mateo","Menlo Park","Stabilized",NA,195,"N","Unknown",37.47979,-122.154427,"BEX IV","Northern CA","Davina Slusher",NA,NA,"BEX IV","Y","NA","NA","2017","<5 Years","San Mateo","777 Hamilton","260",0,"777 Hamilton (260)","Northern California Davina Slusher 777 Hamilton (260)","<200"
"124",181,"292","Camino Ruiz Apartments","Unknown","Essex","Y","Y","Residential",93012,"Southern California","Ventura","Ventura","Camarillo","Stabilized",NA,159,"Y","Unknown",34.215988,-119.002625,"Same Store","LA/Ventura","Maggie Angulo",NA,NA,"Same Store","Y","NA","NA","1990",">30 <40 Years","Ventura","Camino Ruiz Apartments","292",0,"Camino Ruiz Apartments (292)","Southern California Maggie Angulo Camino Ruiz Apartments (292)","<200"
"125",3385,"299","Domaine","Unknown","Essex","Y","Y","Residential",98109,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,92,"Y","Unknown",47.642048,-122.346558,"Same Store","Washington","Jillian LeMay",NA,NA,"Same Store","Y","NA","NA","2009",">10 <15 Years","King","Domaine","299",0,"Domaine (299)","Seattle Metro Jillian LeMay Domaine (299)","<200"
"126",285,"302","Canyon Oaks","Unknown","Essex","Y","Y","Residential",94582,"Northern California","Contra Costa","San Ramon","San Ramon","Stabilized",NA,250,"Y","Unknown",37.764824,-121.905731,"Same Store","Northern CA","Abigail Dizon",NA,NA,"Same Store","Y","NA","NA","2005",">15 <20 Years","Contra Costa","Canyon Oaks","302",0,"Canyon Oaks (302)","Northern California Abigail Dizon Canyon Oaks (302)",">200 Units"
"127",352,"303","Hope Ranch","Unknown","Essex","Y","Y","Residential",93110,"Southern California","Santa Barbara","Other SoCal","Santa Barbara","Stabilized",NA,108,"Y","Unknown",34.441349,-119.754906,"Non Same Store","LA/Ventura","Bridgit Susim",NA,NA,"Non Same Store","Y","NA","NA","1965","40+ Years","Other Southern California","Hope Ranch","303",0,"Hope Ranch (303)","Southern California Bridgit Susim Hope Ranch (303)","<200"
"128",366,"313","Hillsdale Garden Apartments","Unknown","Essex","Y","Y","Residential",94403,"Northern California","San Mateo","San Mateo","San Mateo","Stabilized",NA,697,"Y","Unknown",37.53429,-122.299347,"Same Store","Northern CA","Nicole Conrad",NA,NA,"Same Store","Y","NA","NA","1948","40+ Years","San Mateo","Hillsdale Garden Apartments","313",0,"Hillsdale Garden Apartments (313)","Northern California Nicole Conrad Hillsdale Garden Apartments (313)","400+"
"129",414,"333","Magnolia Square","Unknown","Essex","Y","Y","Residential",94086,"Northern California","Santa Clara","San Jose MSA","Sunnyvale","Stabilized",NA,188,"Y","Unknown",37.382332,-122.044998,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","1969","40+ Years","Santa Clara","Magnolia Square","327 & 333",0,"Magnolia Square (327 & 333)","Northern California Amir Sheikh Magnolia Square (327 & 333)","<200"
"130",390,"329","The Cairns","Unknown","Essex","Y","Y","Residential",98109,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,99,"Y","Unknown",47.622463,-122.33007,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","2006",">10 <15 Years","King","The Cairns","329",0,"The Cairns (329)","Seattle Metro Melissa Downs The Cairns (329)","<200"
